EMPRESA;COD MOVIL;TIPO MOVIL;EVENTO;FALLA REPORTADA;DESCRIPCION CAUSA;ESTADO;INICIO EVENTO;LLEGADA EVENTO;ASIGNADA;ACEPTADA;EN RUTA;ARRIBO;LIBERADA;REPROMESA;PROMESA(min);REPROMESA(min);T.ASIGNACION(min);T.ARRIBO(min);CUMPL.PROMESA;CUMPL.LEGAL;CUMPL.TIEMPO
CAM;V4032;DOMICILIARIA EMERGENCIA;B1830666;3S0349 - Sector  intermitente ;Mantenimiento preventivo;Cerrado;09-10-2014 14:32;09-10-2014 16:00;09-10-2014 15:18;09-10-2014 15:19;09-10-2014 15:21;09-10-2014 16:05;09-10-2014 16:45;;120;;45;88;Si;Si;No
CAM;V4036;DOMICILIARIA EMERGENCIA;B1830667;5P2592 - Protecci¢n de empalme suelto, trabado;Falta de mantenimiento;Cerrado;09-10-2014 14:34;09-10-2014 16:39;09-10-2014 15:58;09-10-2014 15:58;09-10-2014 16:08;09-10-2014 16:39;09-10-2014 17:10;;120;;84;125;No;No;No
CAM;V4035;DOMICILIARIA EMERGENCIA;B1830668;5I0189 - Industria o Edificio sin Corriente;Otros instalacion de cliente;Cerrado;09-10-2014 14:37;09-10-2014 17:28;09-10-2014 15:23;09-10-2014 15:25;09-10-2014 15:48;09-10-2014 16:06;09-10-2014 17:54;;120;;46;88;Si;Si;No
Leonor Soto;V5533;SERVICIO DE EMERGENCIA RED;B1830669;3S0389 - Sector sin Corriente;Falta de mantenimiento;Cerrado;09-10-2014 14:39;09-10-2014 15:00;09-10-2014 14:48;09-10-2014 14:49;09-10-2014 14:49;09-10-2014 15:09;09-10-2014 15:37;;120;;9;20;Si;Si;No
ELS;V4012;MOTO ELECTRICISTA;B1830670;5D0289 - Domicilio sin Corriente;Origen no determinado;Cerrado;09-10-2014 14:38;09-10-2014 15:10;09-10-2014 14:49;;;;09-10-2014 15:30;;120;;11;11;Si;Si;No
CAM;V4650;SERVICIO DE EMERGENCIA RED;B1830671;3S0336 - Sector con exceso/bajo voltaje ;Maquina retroexcavadora;Cerrado;09-10-2014 13:45;09-10-2014 15:35;09-10-2014 15:10;09-10-2014 15:22;09-10-2014 15:23;09-10-2014 15:54;09-10-2014 17:32;;120;;85;110;Si;Si;No
CAM;V4010;MOTO PRIORIDAD 1;B1830672;3L0216 - L¡neas cortadas;Origen no determinado;Cerrado;09-10-2014 14:46;09-10-2014 14:55;09-10-2014 14:52;;;;09-10-2014 15:06;;45;;6;6;Si;Si;No
CAM;V4605;SERVICIO DE EMERGENCIA RED;B1830674;5C0725 - Caja de empalme desprendida ;Origen no determinado;Cerrado;09-10-2014 14:51;09-10-2014 16:00;09-10-2014 15:14;09-10-2014 15:17;09-10-2014 15:31;09-10-2014 16:06;09-10-2014 16:46;;120;;23;69;Si;Si;No
LEONOR SOTO LTDA.;V3621;DOMICILIARIA EMERGENCIA;B1830675;3L0216 - L¡neas cortadas;Envejecimiento de materiales;Cerrado;09-10-2014 14:54;09-10-2014 15:45;09-10-2014 15:05;09-10-2014 15:08;09-10-2014 15:09;09-10-2014 16:11;09-10-2014 16:24;;45;;11;50;No;Si;No
LEONOR SOTO;V3624;SERVICIO DE EMERGENCIA RED;B1830676; - ;Origen no determinado;Cerrado;09-10-2014 14:55;09-10-2014 15:34;09-10-2014 15:08;09-10-2014 15:14;09-10-2014 15:14;09-10-2014 15:34;09-10-2014 16:48;;;;13;38;No;Si;No
ELS SA;V5534;SERVICIO DE EMERGENCIA RED;B1830677;5A0117 - Acometidas en Corto Circuito / medidor e;Origen no determinado;Cerrado;09-10-2014 14:57;09-10-2014 16:27;09-10-2014 15:26;09-10-2014 15:27;09-10-2014 15:59;09-10-2014 16:27;09-10-2014 16:52;;100;;29;89;Si;Si;No
Empresa Azeta;V5564;DOMICILIARIA EMERGENCIA;B1830678;5A0117 - Acometidas en Corto Circuito / medidor e;Otros instalacion de cliente;Cerrado;09-10-2014 14:57;09-10-2014 16:40;09-10-2014 16:13;09-10-2014 16:16;09-10-2014 16:17;09-10-2014 16:42;09-10-2014 16:58;;100;;76;102;No;Si;No
Empresa Azeta;V5564;DOMICILIARIA EMERGENCIA;B1830679;5P2592 - Protecci¢n de empalme suelto, trabado;Falta de mantenimiento;Cerrado;09-10-2014 14:57;09-10-2014 16:58;09-10-2014 16:14;09-10-2014 16:16;09-10-2014 16:50;09-10-2014 16:59;09-10-2014 18:05;;120;;76;120;Si;Si;No
CAM;V4041;DOMICILIARIA EMERGENCIA;B1830680;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;09-10-2014 15:01;09-10-2014 16:10;09-10-2014 15:24;;;;09-10-2014 16:30;;120;;23;23;Si;Si;No
CAM;V4652;SERVICIO DE EMERGENCIA RED;B1830681;5P2592 - Protecci¢n de empalme suelto, trabado;Envejecimiento de materiales;Cerrado;09-10-2014 15:00;09-10-2014 15:45;09-10-2014 15:13;09-10-2014 15:21;09-10-2014 15:23;09-10-2014 15:44;09-10-2014 16:03;;120;;13;44;Si;Si;No
E. E. Colina;R0101;Reparaci¢n Domiciliaria de Urgencia;B1830682; - ;Falta de mantenimiento;Cerrado;09-10-2014 15:03;09-10-2014 16:30;09-10-2014 15:04;;;;09-10-2014 17:10;;;;1;1;No;Si;No
CAM;V4653;SERVICIO DE EMERGENCIA RED;B1830683;5D0289 - Domicilio sin Corriente;Envejecimiento de materiales;Cerrado;09-10-2014 15:06;09-10-2014 15:38;09-10-2014 15:25;09-10-2014 15:27;09-10-2014 15:29;09-10-2014 15:38;09-10-2014 16:11;;120;;19;31;Si;Si;No
LEONOR SOTO LTDA.;V3602;SERVICIO DE EMERGENCIA RED;B1830684;5D0289 - Domicilio sin Corriente;Vehiculo >4.50 m. de altura bota empalme;Cerrado;09-10-2014 14:46;09-10-2014 16:10;09-10-2014 15:18;09-10-2014 15:19;09-10-2014 15:40;09-10-2014 16:10;09-10-2014 16:35;;120;;31;83;Si;Si;No
E. E. Colina;R0101;Reparaci¢n Domiciliaria de Urgencia;B1830685; - ;Otros instalacion de cliente;Cerrado;09-10-2014 15:09;09-10-2014 15:30;09-10-2014 15:11;;;;09-10-2014 17:09;;;;2;2;No;Si;No
LEONOR SOTO LTDA.;V3621;DOMICILIARIA EMERGENCIA;B1830686;5I0189 - Industria o Edificio sin Corriente;Origen no determinado;Cerrado;09-10-2014 15:12;09-10-2014 16:10;09-10-2014 15:22;09-10-2014 15:25;09-10-2014 16:10;09-10-2014 16:22;09-10-2014 16:53;;120;;10;57;Si;Si;No
CAM;V4032;DOMICILIARIA EMERGENCIA;B1830687;5D0289 - Domicilio sin Corriente;Otros corte y reposicion;Cerrado;09-10-2014 15:10;09-10-2014 16:55;09-10-2014 15:50;09-10-2014 15:52;09-10-2014 16:39;09-10-2014 17:04;09-10-2014 17:24;;120;;40;105;Si;Si;No
CAM;V4010;MOTO PRIORIDAD 1;B1830688;5D0289 - Domicilio sin Corriente;Mantenimiento preventivo;Cerrado;09-10-2014 15:14;09-10-2014 16:45;09-10-2014 15:35;;;;09-10-2014 16:14;;120;;21;21;Si;Si;No
LEONOR SOTO LTDA.;V3602;SERVICIO DE EMERGENCIA RED;B1830689;3S0389 - Sector sin Corriente;Vehiculo >4.50 m. de altura bota empalme;Cerrado;09-10-2014 15:14;09-10-2014 15:50;09-10-2014 15:18;09-10-2014 15:19;09-10-2014 15:50;09-10-2014 15:50;09-10-2014 16:39;;120;;4;36;Si;Si;No
LEONOR SOTO LTDA.;V5536;SERVICIO DE EMERGENCIA RED;B1830690;5A0117 - Acometidas en Corto Circuito / medidor e;Falta de mantenimiento;Cerrado;09-10-2014 15:15;09-10-2014 16:22;09-10-2014 15:21;09-10-2014 15:30;09-10-2014 15:31;09-10-2014 16:22;09-10-2014 17:04;;100;;6;66;Si;Si;No
CAM;V4035;DOMICILIARIA EMERGENCIA;B1830691;5D0249 - Domicilio  intermitente ;Mantenimiento preventivo;Cerrado;09-10-2014 15:15;09-10-2014 18:06;09-10-2014 16:57;09-10-2014 16:58;09-10-2014 17:48;09-10-2014 18:06;09-10-2014 18:31;;120;;102;171;No;No;No
LEONOR SOTO LTDA.;V3602;SERVICIO DE EMERGENCIA RED;B1830692;5C0725 - Caja de empalme desprendida ;Vehiculo >4.50 m. de altura bota empalme;Cerrado;09-10-2014 15:17;09-10-2014 17:50;09-10-2014 16:37;09-10-2014 17:27;09-10-2014 18:17;09-10-2014 18:24;09-10-2014 18:37;;120;;80;152;No;No;No
CAM;V4605;SERVICIO DE EMERGENCIA RED;B1830693;5D0289 - Domicilio sin Corriente;Otros corte y reposicion;Cerrado;09-10-2014 15:19;09-10-2014 16:55;09-10-2014 15:51;09-10-2014 15:52;09-10-2014 16:38;09-10-2014 17:00;09-10-2014 17:13;;120;;32;96;Si;Si;No
LEONOR SOTO LTDA.;V3615;DOMICILIARIA EMERGENCIA;B1830695;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;09-10-2014 15:19;09-10-2014 16:00;09-10-2014 15:46;09-10-2014 15:47;09-10-2014 15:58;09-10-2014 16:19;09-10-2014 17:14;;120;;26;40;Si;Si;No
LEONOR SOTO LTDA.;V5536;SERVICIO DE EMERGENCIA RED;B1830696;5A0116 - Acometidas Cortadas;Mantenimiento preventivo;Cerrado;09-10-2014 15:22;09-10-2014 16:14;09-10-2014 15:35;09-10-2014 15:35;09-10-2014 15:40;09-10-2014 16:14;09-10-2014 16:31;;45;;12;51;No;Si;No
ELS;V4012;MOTO ELECTRICISTA;B1830697;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;09-10-2014 15:25;09-10-2014 15:45;09-10-2014 15:31;;;;09-10-2014 15:57;;120;;6;6;Si;Si;No
CAM;V4654;SERVICIO DE EMERGENCIA RED;B1830698;5A0116 - Acometidas Cortadas;Vehiculo >4.50 m. de altura bota cable d;Cerrado;09-10-2014 15:20;09-10-2014 16:00;09-10-2014 15:28;09-10-2014 15:31;09-10-2014 15:33;09-10-2014 16:24;09-10-2014 16:34;;45;;8;40;Si;Si;No
ELS SA;V3606;SERVICIO DE EMERGENCIA RED;B1830700;5D0249 - Domicilio  intermitente ;Falla por contacto personal;Cerrado;09-10-2014 15:26;09-10-2014 18:27;09-10-2014 17:28;09-10-2014 17:29;09-10-2014 18:08;09-10-2014 18:44;09-10-2014 19:08;;120;;121;180;No;No;No
ELS;V5540;SERVICIO DE EMERGENCIA RED;B1830701;3P1611 - Postes Chocados;Choque de vehiculo a poste;Cerrado;09-10-2014 15:31;09-10-2014 16:29;09-10-2014 15:36;09-10-2014 15:38;09-10-2014 15:40;09-10-2014 16:29;09-10-2014 16:50;;45;;4;57;No;Si;No
LEONOR SOTO LTDA.;V3602;SERVICIO DE EMERGENCIA RED;B1830702;3L0216 - L¡neas cortadas;Vehiculo >4.50 m. de altura bota empalme;Cerrado;09-10-2014 15:35;09-10-2014 16:15;09-10-2014 15:36;09-10-2014 15:36;09-10-2014 15:40;09-10-2014 16:15;09-10-2014 17:29;;45;;0;39;Si;Si;No
ELS;V5566;DOMICILIARIA EMERGENCIA;B1830704;5A0117 - Acometidas en Corto Circuito / medidor e;Falta de mantenimiento;Cerrado;09-10-2014 15:39;09-10-2014 16:55;09-10-2014 16:24;09-10-2014 16:36;09-10-2014 16:36;09-10-2014 16:55;09-10-2014 17:11;;100;;44;75;Si;Si;No
ELS;V5566;DOMICILIARIA EMERGENCIA;B1830705;3L0226 - L¡nea o Acometida Destemplada;Vehiculo >4.50 m. de altura bota empalme;Cerrado;09-10-2014 15:37;09-10-2014 17:09;09-10-2014 16:38;09-10-2014 16:40;09-10-2014 17:08;09-10-2014 17:09;09-10-2014 17:27;;120;;60;91;Si;Si;No
LEONOR SOTO LTDA.;V5560;DOMICILIARIA EMERGENCIA;B1830707;5D0249 - Domicilio  intermitente ;Falta de mantenimiento;Cerrado;09-10-2014 15:40;09-10-2014 17:22;09-10-2014 17:12;09-10-2014 17:14;09-10-2014 17:14;09-10-2014 17:22;09-10-2014 17:34;;120;;91;101;Si;Si;No
CHILECTRA;V4207;INSPECTOR DE CHILECTRA;B1830708; - ;Mantenimiento preventivo;Cerrado;09-10-2014 15:40;09-10-2014 15:50;09-10-2014 15:41;;;;09-10-2014 15:45;;;;1;1;No;Si;No
CHILECTRA;V4207;INSPECTOR DE CHILECTRA;B1830709; - ;Mantenimiento preventivo;Cerrado;09-10-2014 15:42;09-10-2014 15:50;09-10-2014 15:42;;;;09-10-2014 15:49;;;;0;0;No;Si;No
ELS;V5540;SERVICIO DE EMERGENCIA RED;B1830710;5A0117 - Acometidas en Corto Circuito / medidor e;Volantines;Cerrado;09-10-2014 15:52;09-10-2014 17:25;09-10-2014 16:42;09-10-2014 16:43;09-10-2014 16:47;09-10-2014 17:48;09-10-2014 17:56;;100;;50;92;Si;Si;No
LEONOR SOTO;V3624;SERVICIO DE EMERGENCIA RED;B1830711;3P1648 - Poste inclinado, socavado, estructura a ;Choque de vehiculo a poste;Cerrado;09-10-2014 15:53;09-10-2014 16:25;09-10-2014 15:58;09-10-2014 15:58;09-10-2014 16:15;09-10-2014 16:25;09-10-2014 16:45;;100;;4;31;Si;Si;No
ELS SA;V5534;SERVICIO DE EMERGENCIA RED;B1830712;5D0289 - Domicilio sin Corriente;Origen no determinado;Cerrado;09-10-2014 15:53;09-10-2014 17:37;09-10-2014 16:52;09-10-2014 16:54;09-10-2014 17:26;09-10-2014 17:37;09-10-2014 17:54;;120;;59;103;Si;Si;No
ELS;V3620;DOMICILIARIA EMERGENCIA;B1830713;3S0389 - Sector sin Corriente;Otros instalacion de cliente;Cerrado;09-10-2014 15:56;09-10-2014 16:30;09-10-2014 16:06;09-10-2014 16:08;09-10-2014 16:23;09-10-2014 16:32;09-10-2014 17:05;;120;;10;33;Si;Si;No
ELS;V3620;DOMICILIARIA EMERGENCIA;B1830714;5D0289 - Domicilio sin Corriente;Otros corte y reposicion;Cerrado;09-10-2014 15:56;09-10-2014 16:59;09-10-2014 16:07;09-10-2014 16:08;09-10-2014 16:58;09-10-2014 16:59;09-10-2014 17:26;;120;;10;62;Si;Si;No
ELS SA;V5534;SERVICIO DE EMERGENCIA RED;B1830715;5D0289 - Domicilio sin Corriente;Reposicion fuera de plazo;Cerrado;09-10-2014 15:56;09-10-2014 16:45;09-10-2014 16:00;09-10-2014 16:01;09-10-2014 16:39;09-10-2014 16:44;09-10-2014 16:49;;120;;3;47;Si;Si;No
CAM;V4035;DOMICILIARIA EMERGENCIA;B1830717;5A0116 - Acometidas Cortadas;Vehiculo >4.50 m. de altura bota empalme;Cerrado;09-10-2014 16:00;09-10-2014 16:17;09-10-2014 16:05;09-10-2014 16:06;09-10-2014 16:08;09-10-2014 16:17;09-10-2014 17:42;;45;;5;17;Si;Si;No
E.L. Soto S.A..;V5533;SERVICIO DE EMERGENCIA RED;B1830718;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;09-10-2014 16:04;09-10-2014 16:55;09-10-2014 16:19;09-10-2014 16:25;09-10-2014 16:28;09-10-2014 17:07;09-10-2014 17:12;;120;;14;50;Si;Si;No
CAM;V4040;DOMICILIARIA EMERGENCIA;B1830719;5D0249 - Domicilio  intermitente ;Envejecimiento de materiales;Cerrado;09-10-2014 16:03;09-10-2014 16:15;09-10-2014 16:07;09-10-2014 16:08;09-10-2014 16:09;09-10-2014 16:15;09-10-2014 17:17;;120;;4;12;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1830720;5D0236 - Domicilio Exceso / Bajo Voltaje;Falta de mantenimiento;Cerrado;09-10-2014 16:04;09-10-2014 17:25;09-10-2014 17:15;09-10-2014 17:20;09-10-2014 17:35;09-10-2014 18:06;09-10-2014 18:41;;120;;70;80;Si;Si;No
ELS s.a.;V5541;SERVICIO DE EMERGENCIA RED;B1830721;3P1611 - Postes Chocados;Choque de vehiculo a poste;Cerrado;09-10-2014 16:07;09-10-2014 17:15;09-10-2014 16:19;09-10-2014 16:20;09-10-2014 17:04;09-10-2014 17:29;09-10-2014 17:46;;45;;12;67;No;Si;No
CAM;V4010;MOTO PRIORIDAD 1;B1830722;5D0289 - Domicilio sin Corriente;Origen no determinado;Cerrado;09-10-2014 16:10;09-10-2014 16:30;09-10-2014 16:19;;;;09-10-2014 16:49;;120;;9;9;Si;Si;No
LEONOR SOTO LTDA.;V5536;SERVICIO DE EMERGENCIA RED;B1830723;3L0226 - L¡nea o Acometida Destemplada;Falta de mantenimiento;Cerrado;09-10-2014 16:11;09-10-2014 17:15;09-10-2014 16:32;09-10-2014 17:00;09-10-2014 17:01;09-10-2014 17:15;09-10-2014 17:39;;120;;21;63;Si;Si;No
CAM;V4040;DOMICILIARIA EMERGENCIA;B1830724;5D0249 - Domicilio  intermitente ;Otros instalacion de cliente;Cerrado;09-10-2014 16:15;09-10-2014 17:32;09-10-2014 16:22;09-10-2014 17:00;09-10-2014 17:06;09-10-2014 17:32;09-10-2014 18:20;;120;;7;76;Si;Si;No
CAM;V4654;SERVICIO DE EMERGENCIA RED;B1830727; - ;Vehiculo >4.50 m. de altura bota empalme;Cerrado;09-10-2014 16:25;09-10-2014 16:54;09-10-2014 16:26;09-10-2014 16:27;09-10-2014 16:48;09-10-2014 16:54;09-10-2014 17:45;;;;1;29;No;Si;No
CAM;V4654;SERVICIO DE EMERGENCIA RED;B1830728; - ;Vehiculo >4.50 m. de altura bota empalme;Cerrado;09-10-2014 16:27;09-10-2014 16:45;09-10-2014 16:27;09-10-2014 16:28;09-10-2014 17:03;09-10-2014 17:30;09-10-2014 17:34;;;;0;18;No;Si;No
LEONOR SOTO LTDA.;V5560;DOMICILIARIA EMERGENCIA;B1830729;3L0216 - L¡neas cortadas;Vehiculo >4.50 m. de altura bota cable d;Cerrado;09-10-2014 16:25;09-10-2014 17:00;09-10-2014 16:35;09-10-2014 16:40;09-10-2014 16:41;09-10-2014 17:08;09-10-2014 17:13;;45;;10;34;Si;Si;No
CAM;V4010;MOTO PRIORIDAD 1;B1830730;5P2592 - Protecci¢n de empalme suelto, trabado;Otros instalacion de cliente;Cerrado;09-10-2014 16:26;09-10-2014 17:00;09-10-2014 16:49;;;;09-10-2014 17:15;;120;;23;23;Si;Si;No
ELS;V5566;DOMICILIARIA EMERGENCIA;B1830731;5P2592 - Protecci¢n de empalme suelto, trabado;Envejecimiento de materiales;Cerrado;09-10-2014 16:26;09-10-2014 17:32;09-10-2014 16:55;09-10-2014 17:12;09-10-2014 17:31;09-10-2014 17:32;09-10-2014 17:47;;120;;28;65;Si;Si;No
ELS;V5566;DOMICILIARIA EMERGENCIA;B1830732;5D0236 - Domicilio Exceso / Bajo Voltaje;Falta de mantenimiento;Cerrado;09-10-2014 16:26;09-10-2014 17:45;09-10-2014 17:14;09-10-2014 17:16;09-10-2014 17:45;09-10-2014 18:03;09-10-2014 18:09;;120;;47;78;Si;Si;No
E.L. Soto S.A..;V3640;SERVICIO DE EMERGENCIA RED;B1830733;3S0389 - Sector sin Corriente;Mantenimiento preventivo;Cerrado;09-10-2014 17:20;09-10-2014 17:50;09-10-2014 16:31;09-10-2014 16:32;09-10-2014 17:49;09-10-2014 17:50;09-10-2014 18:48;;120;;-49;29;Si;Si;No
CAM;V4032;DOMICILIARIA EMERGENCIA;B1830735;5I0189 - Industria o Edificio sin Corriente;Mantenimiento preventivo;Cerrado;09-10-2014 16:33;09-10-2014 17:55;09-10-2014 17:32;09-10-2014 17:32;09-10-2014 17:37;09-10-2014 17:56;09-10-2014 18:28;;120;;59;82;Si;Si;No
E.L. Soto S.A..;V5533;SERVICIO DE EMERGENCIA RED;B1830736;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;09-10-2014 16:34;09-10-2014 17:24;09-10-2014 16:37;09-10-2014 16:39;09-10-2014 17:23;09-10-2014 17:24;09-10-2014 17:48;;120;;3;49;Si;Si;No
ELS SA;V5534;SERVICIO DE EMERGENCIA RED;B1830737;5A0117 - Acometidas en Corto Circuito / medidor e;Falta de mantenimiento;Cerrado;09-10-2014 16:40;09-10-2014 17:18;09-10-2014 16:52;09-10-2014 16:54;09-10-2014 16:57;09-10-2014 17:18;09-10-2014 17:25;;100;;12;38;Si;Si;No
CAM;V4654;SERVICIO DE EMERGENCIA RED;B1830738;5D0289 - Domicilio sin Corriente;Origen no determinado;Cerrado;09-10-2014 16:41;09-10-2014 17:25;09-10-2014 17:24;09-10-2014 17:26;09-10-2014 17:36;09-10-2014 17:37;09-10-2014 17:39;;120;;43;44;Si;Si;No
ELS;V3620;DOMICILIARIA EMERGENCIA;B1830739;5D0289 - Domicilio sin Corriente;Otros mantenimiento;Cerrado;09-10-2014 16:42;09-10-2014 17:26;09-10-2014 16:56;09-10-2014 16:59;09-10-2014 17:26;09-10-2014 17:26;09-10-2014 17:53;;120;;14;43;Si;Si;No
LEONOR SOTO LTDA.;V5560;DOMICILIARIA EMERGENCIA;B1830740;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;09-10-2014 16:42;09-10-2014 18:21;09-10-2014 17:51;09-10-2014 17:53;09-10-2014 18:09;09-10-2014 18:21;09-10-2014 18:33;;120;;69;98;Si;Si;No
LEONOR SOTO LTDA.;V5560;DOMICILIARIA EMERGENCIA;B1830742;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;09-10-2014 16:47;09-10-2014 17:39;09-10-2014 17:19;09-10-2014 17:20;09-10-2014 17:33;09-10-2014 17:39;09-10-2014 17:47;;120;;31;51;Si;Si;No
E. E. Colina;R0101;Reparaci¢n Domiciliaria de Urgencia;B1830743; - ;Volantines;Cerrado;09-10-2014 16:48;09-10-2014 17:30;09-10-2014 16:49;;;;09-10-2014 18:05;;;;1;1;No;Si;No
LEONOR SOTO LTDA.;V5560;DOMICILIARIA EMERGENCIA;B1830744;3L0212 - L¡neas o Acometidas con ramas;Caida de gancho o rama;Cerrado;09-10-2014 16:48;09-10-2014 18:06;09-10-2014 17:35;09-10-2014 17:37;09-10-2014 17:48;09-10-2014 18:06;09-10-2014 18:19;;100;;47;77;Si;Si;No
ELS SA;V3606;SERVICIO DE EMERGENCIA RED;B1830745;3L0226 - L¡nea o Acometida Destemplada;Vehiculo >4.50 m. de altura bota cable d;Cerrado;09-10-2014 16:47;09-10-2014 19:26;09-10-2014 17:28;09-10-2014 18:14;09-10-2014 19:12;09-10-2014 19:26;09-10-2014 19:35;;120;;40;158;No;No;No
ELS;V5540;SERVICIO DE EMERGENCIA RED;B1830746;5A0117 - Acometidas en Corto Circuito / medidor e;Otros juegos personas;Cerrado;09-10-2014 16:50;09-10-2014 17:00;09-10-2014 16:54;09-10-2014 16:56;09-10-2014 16:58;09-10-2014 17:00;09-10-2014 17:23;;100;;4;9;Si;Si;No
ELS s.a.;V5541;SERVICIO DE EMERGENCIA RED;B1830747;5D0249 - Domicilio  intermitente ;Envejecimiento de materiales;Cerrado;09-10-2014 16:51;09-10-2014 17:35;09-10-2014 17:10;09-10-2014 17:11;09-10-2014 17:51;09-10-2014 17:51;09-10-2014 17:57;;120;;18;43;Si;Si;No
LEONOR SOTO LTDA.;V3615;DOMICILIARIA EMERGENCIA;B1830748;3L0216 - L¡neas cortadas;Caida de gancho o rama;Cerrado;09-10-2014 16:52;09-10-2014 18:10;09-10-2014 16:55;09-10-2014 16:56;09-10-2014 17:00;;09-10-2014 17:46;;45;;3;3;Si;Si;No
CAM;V4036;DOMICILIARIA EMERGENCIA;B1830749;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;09-10-2014 16:52;09-10-2014 18:17;09-10-2014 16:58;09-10-2014 17:00;09-10-2014 17:55;09-10-2014 18:17;09-10-2014 18:33;;120;;6;85;Si;Si;No
ELS SA;V3606;SERVICIO DE EMERGENCIA RED;B1830750;5D0289 - Domicilio sin Corriente;Falla por contacto personal;Cerrado;09-10-2014 16:52;09-10-2014 17:54;09-10-2014 16:57;09-10-2014 16:57;09-10-2014 17:25;09-10-2014 17:54;09-10-2014 18:14;;120;;4;61;Si;Si;No
ELS;V5566;DOMICILIARIA EMERGENCIA;B1830751;5P2592 - Protecci¢n de empalme suelto, trabado;Envejecimiento de materiales;Cerrado;09-10-2014 16:54;09-10-2014 18:12;09-10-2014 17:20;09-10-2014 17:21;09-10-2014 18:07;09-10-2014 18:12;09-10-2014 18:39;;120;;25;77;Si;Si;No
CAM;V4041;DOMICILIARIA EMERGENCIA;B1830752;5P2592 - Protecci¢n de empalme suelto, trabado;Origen no determinado;Cerrado;09-10-2014 16:55;09-10-2014 17:05;09-10-2014 17:00;;;;09-10-2014 17:52;;120;;5;5;Si;Si;No
LEONOR SOTO;V3624;SERVICIO DE EMERGENCIA RED;B1830753;3P1648 - Poste inclinado, socavado, estructura a ;Choque de vehiculo a poste;Cerrado;09-10-2014 16:57;09-10-2014 17:19;09-10-2014 17:00;09-10-2014 17:02;09-10-2014 17:02;09-10-2014 17:19;09-10-2014 17:31;;100;;3;21;Si;Si;No
LEONOR SOTO LTDA.;V3602;SERVICIO DE EMERGENCIA RED;B1830754;3S0336 - Sector con exceso/bajo voltaje ;Falta de mantenimiento;Cerrado;09-10-2014 16:59;09-10-2014 19:16;09-10-2014 17:06;09-10-2014 17:27;09-10-2014 18:49;09-10-2014 19:16;09-10-2014 19:22;;120;;6;136;No;No;No
CAM;V4656;SERVICIO DE EMERGENCIA RED;B1830755;5D0289 - Domicilio sin Corriente;Falla de artefacto electrico;Cerrado;09-10-2014 17:01;09-10-2014 18:10;09-10-2014 17:06;09-10-2014 17:07;09-10-2014 17:12;09-10-2014 18:10;09-10-2014 18:41;;120;;5;69;Si;Si;No
CAM;V4652;SERVICIO DE EMERGENCIA RED;B1830756;5D0289 - Domicilio sin Corriente;Falla de artefacto electrico;Cerrado;09-10-2014 17:04;09-10-2014 17:31;09-10-2014 17:06;09-10-2014 17:15;09-10-2014 17:19;09-10-2014 17:31;09-10-2014 17:46;;120;;2;27;Si;Si;No
E.L. Soto S.A..;V5533;SERVICIO DE EMERGENCIA RED;B1830757;5I0189 - Industria o Edificio sin Corriente;Falta de mantenimiento;Cerrado;09-10-2014 17:03;09-10-2014 17:40;09-10-2014 17:14;09-10-2014 17:15;09-10-2014 17:39;09-10-2014 17:55;09-10-2014 18:04;;120;;10;36;Si;Si;No
ELS;V4012;MOTO ELECTRICISTA;B1830758;3L0226 - L¡nea o Acometida Destemplada;Origen no determinado;Cerrado;09-10-2014 17:03;09-10-2014 17:50;09-10-2014 17:13;;;;09-10-2014 18:12;;120;;10;10;Si;Si;No
LEONOR SOTO LTDA.;V3615;DOMICILIARIA EMERGENCIA;B1830759;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;09-10-2014 17:05;09-10-2014 18:05;09-10-2014 17:12;09-10-2014 17:14;09-10-2014 17:50;09-10-2014 18:05;09-10-2014 18:12;;120;;6;59;Si;Si;No
CAM;V4040;DOMICILIARIA EMERGENCIA;B1830760;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;09-10-2014 17:06;09-10-2014 18:16;09-10-2014 17:24;09-10-2014 17:26;09-10-2014 18:05;09-10-2014 18:16;09-10-2014 18:57;;120;;18;70;Si;Si;No
LEONOR SOTO LTDA.;V5536;SERVICIO DE EMERGENCIA RED;B1830761;5P2592 - Protecci¢n de empalme suelto, trabado;Mantenimiento preventivo;Cerrado;09-10-2014 17:08;09-10-2014 17:31;09-10-2014 17:12;09-10-2014 17:18;09-10-2014 17:28;09-10-2014 17:31;09-10-2014 17:54;;120;;4;22;Si;Si;No
